word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word.1,phonology,phonlength,AoA,subtlexzipf,conc,cat,AoA_obj,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,18-260,word,5,age,source,effect,ids.code,ids.code2,1,modern.english,middle.english,old.english,old.english.length
trumpet,1,1350,1350,650,650,trumpet,trVmpIt,7,6.28,3.82,4.86,Noun,2,French,trompette,3.5,0.00050538,9,18-730,trumpet,1,14th century,French contact,Insertion,18-730,18-730,1,horn,horn,horn,4
prisoner,1,1350,1350,650,650,prisoner,prIzH@R,7,8,4.08,4.11,Noun,4,Old French,prisonier,4.117647059,6.55E-05,9,20-470,prisoner,1,14th century,French contact,Replacement,20-470,20-470,1,captive,captif,hÃ_ft(ling),8
quail,1,1350,1350,650,650,quail,kw1l,4,9.72,3.48,4.65,Noun,6,Old French,quaille,4.117647059,0.007568931,7,3-865,quail,1,14th century,French contact,Insertion,,,,,,,
refuse,1,1350,1350,650,650,refuse,rIfjuz,6,9.33,4.02,3.04,Verb,4,French,refuser,3.5,0.009610091,7,18-370,refuse,1,14th century,French contact,No information,18-370,18-370,1,refuse,refusen,wiÎ¸sacan,8
finish,1,1350,1350,650,650,finish,fInIS,5,6.32,5.06,2.89,Verb,2,French,finir,3.5,0.13454128,5,14-270,finish,1,1350,Latin contact,Coexistence,14-270,14-270,1,finish,ful-enden,(ge)endian,8
regret,1,1350,1350,650,650,regret,rIgrEt,6,9.61,4.26,1.8,Verb,6,French,regretter,3.5,0.00050538,9,16-340,regret,1,14th century,French contact,Coexistence,16-340,16-340,1,regret,reuen,hreÌ„owan,7
carpet,1,1345,1345,655,655,carpet,k#pIt,5,6.05,4.25,4.96,Noun,2,Middle French,carpite,3.5,0.009610525,7,9-771,carpet,1,1345,French contact,Insertion,9-771,9-771,1,rug,tapet-e,ruÌ„wa,4
paper,1,1341,1342,659,658,paper,p1p@R,5,4,4.94,4.93,Noun,2,French (Anglo-Norman),papir,3.5,0.134541281,5,18-560,paper,1,1341-1342,French contact,Insertion,18-560,18-560,1,paper,papir-e,,
strain,1,1340,1340,660,660,strain,str1n,5,8.63,4,3,Noun,4,French (Anglo-Norman),estreindre,3.5,4.50E-05,10,5-470,strain,1,1340,French contact,Replacement,5-470,5-470,1,sieve,sive,siftan,6
grease,1,1340,1340,660,660,grease,griz,4,7.33,3.68,4.61,Noun,2,French,graisse,3.5,0.009610091,7,5-791,grease,1,1340,French contact,Replacement,5-791,5-791,1,grease,grese,lynd,4
button,1,1340,1340,660,660,button,bVtH,4,4.78,4.46,4.96,Noun,2,French,boton,3.5,0.13454128,5,6-620,button,1,1340,French contact,Insertion,6-620,6-620,1,button,botoun,cnÃ_pp,5
chameleon,1,1340,1340,660,660,chameleon,k@milj@n,8,10.18,3.35,4.68,Noun,12,Latin,chamaeleon,4.833333333,0.000751411,10,3-913,chameleon,1,1340,Latin contact,Insertion,,,,,,,
season,1,1340,1370,660,630,season,sizH,4,6.05,5.1,3.32,Noun,2,Old French,seson,4.117647059,0.104364562,5,14-780,season,1, 1340-1370,French contact,No information,14-780,14-780,1,season,sesoun,tiÌ„d,3
measure,1,1340,1340,660,660,measure,mEZ@R,5,7.53,4.48,3.59,Verb,2,French (Anglo-Norman),mesurer,3.5,0.009610091,7,12-540,measure,1,1340,French contact,Coexistence,12-540,12-540,1,measure,meten,metan,5
latch,1,1331,1331,669,669,latch,l{J,3,8,3.15,4.79,Noun,6,French (Anglo-Norman),lache,3.5,0.134541281,5,7-231,latch,1,1331,French contact,No information,7-231,7-231,1,latch,dore pin,,
fence,1,1330,1330,670,670,fence,fEns,4,6.28,4.31,4.82,Noun,2,French,dÃ©fense,3.5,0.009610091,7,8-160,fence,1,1330,French contact,Replacement,8-160,8-160,1,fence,fens,geard,5
chimney,1,1330,1330,670,670,chimney,JImnI,5,6.58,3.9,5,Noun,2,French,cheminÃ©e,3.5,0.009610091,8,7-330,chimney,1,1330,French contact,Insertion,7-330,7-330,1,chimney,chimeneÌ„,,
mirror,1,1330,1330,670,670,mirror,mIr@R,5,4.89,4.45,4.97,Noun,2,French,miroir,3.5,0.028830274,6,6-960,mirror,1,1330,French contact,Replacement,6-960,6-960,1,mirror,mirour,glÃ_s(?),4
ambush,1,1330,1330,670,670,ambush,{mbUS,5,9.3,3.37,3.16,Noun,4,Old French,embusche,4.117647059,0.000899275,8,20-490,ambush,1,1330,French contact,No information,20-490,20-490,1,ambush,embushen,searu,5
disease,1,1330,1330,670,670,disease,dIziz,5,7.55,4.49,3.45,Noun,4,Old French,disease,4.117647059,0.007568931,7,4-844,disease,1,1330,French contact,Coexistence,,,,,,,
train,1,1330,1330,670,670,train,tr1n,4,4,4.98,4.79,Noun,2,French,train,3.5,0.13454128,5,23-155,train,1,1330,French contact,Coexistence,,,,,,,
remember,1,1330,1330,670,670,remember,rImEmb@R,8,5.63,5.52,2.41,Verb,2,French (Anglo-Norman),remembrer,3.5,0.00050538,9,17-310,remember,1,1330,French contact,Replacement,17-310,17-310,1,remember,monen,gemunan,7
sock,1,1327,1327,673,673,sock,sQk,3,2.94,3.77,4.91,Noun,2,Latin,soccus,4.833333333,0.207542494,6,6-490,sock,1,1327,Latin contact,No information,6-490,6-490,1,stocking,hose,hosu,4
plain,1,1325,1325,675,675,plain,pl1n,4,7.37,4.36,2.26,Adjective,4,French,plain,3.5,0.13454128,5,1-230,plain,1,1325,French contact,Replacement,1-230,1-230,1,plain,plain-e,feld,4
boot,1,1325,1325,675,675,boot,but,3,3.89,4.43,4.96,Noun,2,Old French,bote,4.117647059,0.260911404,4,6-520,boot,1,1325,French contact,Replacement,6-520,6-520,1,boot,bote,,
age,1,1325,1325,675,675,age,1_,2,4.38,5.18,2.86,Noun,2,French,Ã¢ge,3.5,0.259472469,3,14-120,age,1,1325,French contact,Coexistence,14-120,14-120,1,age,age,ieldo,5
corpse,1,1325,1325,675,675,corpse,k$ps,4,10,3.41,4.89,Noun,6,Middle French,cors,3.5,0.269094699,4,4-770,corpse,1,1325,French contact,Coexistence,4-770,4-770,1,corpse,cors,liÌ„c,3
grief,1,1325,1325,675,675,grief,grif,4,8.39,4.07,2.7,Noun,6,French (Anglo-Norman),grief,3.5,0.134541281,5,16-320,grief,1,1325,French contact,Coexistence,16-320,16-320,1,grief,sorwe,saÌ„r,3
nurse,1,1325,1325,675,675,nurse,n3s,3,5.84,4.5,4.39,Noun,2,French (Anglo-Norman),nourice,3.5,0.009610091,7,23-210,nurse,1,1325,French contact,Replacement,,,,,,,
carpenter,1,1325,1325,675,675,carpenter,k#p@nt@R,8,7.39,3.61,4.41,Noun,2,French (Anglo-Norman),carpentier,3.5,4.50E-05,10,9-430,carpenter,1,1325,French contact,Coexistence,9-430,9-430,1,carpenter,carpenter,treÌ„owwyrhta,11
music,1,1325,1325,675,675,music,mjuzIk,6,3.81,5.35,4.31,Noun,2,French (Anglo-Norman),musique,3.5,0.009610091,7,23-630,music,1,1325,French contact,Coexistence,,,,,,,
money,1,1325,1325,675,675,money,mVnI,4,5.11,5.84,4.54,Noun,2,French (Anglo-Norman),monai,3.5,0.134541281,5,11-430,money,1,1325,French contact,Coexistence,11-430,11-430,1,money,monei-e,feoh,4
count,1,1325,1325,675,675,count,k6nt,4,2.61,4.71,3,Verb,2,French,compter,3.5,0.009610091,7,13-107,count,1,1325,French contact,Coexistence,13-107,13-107,1,count,counten,tellan,6
pointed,1,1325,1325,675,675,pointed,p4ntId,6,#N/A,4.14,3.57,Verb,4,French,point,3.5,0.13454128,5,12-352,pointed,1,1325,French contact,Replacement,12-352,12-352,1,pointed,pointed,scearp(?),6
obey,1,1325,1325,675,675,obey,@b1,3,5.44,3.52,2.67,Verb,2,French,obÃ©ir,3.5,0.13454128,5,19-460,obey,1,1325,French contact,Replacement,19-460,19-460,1,obey,obeien,hiÌ„ersumian,10
cormorant,1,1320,1320,680,680,cormorant,k$m@r@nt,8,14.22,2.58,#N/A,Noun,13,Old French,cormoran,4.117647059,0.000899275,8,3-597,cormorant,1,1320,French contact,Replacement,,,,,,,
fairy,1,1320,1320,680,680,fairy,f8rI,4,5.17,4.16,4.11,Noun,2,French (Anglo-Norman),faierie,3.5,0.009610091,7,22-440,fairy,1,1320,French contact,Insertion,22-440,22-440,1,fairy,elf,Ã_lf,3
flat,1,1320,1320,680,680,flat,fl{t,4,5.68,4.99,4.07,Noun,4,Old Norse,flatr,4.209302326,0.192299424,5,12-710,flat,1,1320,Old Norse contact,Replacement,12-710,12-710,1,flat,flat,efen,4
carry,1,1320,1320,680,680,carry,k{rI,4,5.16,4.95,4.04,Verb,2,French (Anglo-Norman),carier,3.5,0.028830274,6,10-610,carry,1,1320,French contact,Insertion,10-610,10-610,1,carry,beren,beran,5
cause,1,1315,1315,685,685,cause,k$z,3,5.84,4.83,2.43,Noun,2,French,cause,3.5,0.13454128,5,17-420,cause,1,1315,French contact,Coexistence,17-420,17-420,1,cause,causen,intinga,7
tablet,1,1315,1315,685,685,tablet,t{blIt,6,6.83,3.54,4.82,Noun,2,French (Anglo-Norman),tablete,3.5,0.009610091,7,23-220,tablet,1,1315,French contact,Insertion,,,,,,,
allow,1,1315,1315,685,685,allow,@l6,3,5.32,4.76,2.41,Verb,2,Old French,alouer,4.117647059,0.052182281,6,19-470,allow,1,1315,French contact,Coexistence,19-470,19-470,1,let,leven,aÌ„lÃ_Ì„tan,6
defendant,1,1314,1314,686,686,defendant,dIfEnd@nt,9,11.42,3.48,3.8,Noun,8,Old French,deffendant,4.117647059,2.93E-06,10,21-220,defendant,1,1314,French contact,Insertion,21-220,21-220,1,defendant,defendaunt,betigen,7
citizen,1,1314,1314,686,686,citizen,sItIzH,6,7.74,3.89,4.43,Noun,4,French (Anglo-Norman),citezein,3.5,0.009610091,8,19-370,citizen,1,1314,French contact,No information,19-370,19-370,1,citizen,burgeis,ceasterware,11
chase,1,1314,1314,686,686,chase,J1s,3,5.53,4.31,3.48,Noun,2,French (Anglo-Norman),chacier,3.5,0.009610091,7,10-530,chase,1,1314,French contact,Coexistence,10-530,10-530,1,pursue,purseuen,eÌ„htan,5
defend,1,1314,1314,686,686,defend,dIfEnd,6,8.16,4.35,2.31,Verb,2,French,dÃ©fendre,3.5,0.009610091,8,20-440,defend,1,1314,French contact,Replacement,20-440,20-440,1,defend,werren,ealgian,7
vine,1,1303,1303,697,697,vine,v2n,3,6.95,3.6,4.86,Noun,4,French,vigne,3.5,0.13454128,5,8-670,vine,1,1303,French contact,Insertion,8-670,8-670,1,vine,vine,wiÌ„ngeard,8
gourd,1,1303,1303,697,697,gourd,g9d,3,10.65,2.75,4.86,Noun,6,French,gourde,3.5,0.028830274,6,8-930,gourd,1,1303,French contact,Insertion,8-930,8-930,1,gourd,gourd-e,,
judge,1,1303,1303,697,697,judge,_V_,3,8.85,4.69,3.75,Noun,2,French,juge,3.5,0.269082561,4,21-180,judge,1,1303,French contact,Replacement,21-180,21-180,1,judge,demere,deÌ„ma,4
heron,1,1302,1302,698,698,heron,hEr@n,5,10.35,3.25,4.38,Noun,8,French (Anglo-Norman),hairon,3.5,0.028830274,6,3-583,heron,1,1302,French contact,No information,3-583,3-583,1,heron,heiroun,hraÌ„gra,6
faithful,1,1300,1300,700,700,faithful,f1TfUl,6,8.42,3.82,2.2,Adjective,6,French (Anglo-Norman),fed,3.5,0.25947247,3,16-650,faithful,1,1300,French contact,Replacement,16-650,16-650,1,faithful,treu-e,treÌ„owe,6
quiet,1,1300,1300,700,700,quiet,kw2@t,5,4.15,4.86,2.76,Adjective,2,French (Anglo-Norman),quiete,3.5,0.028830274,6,15-460,quiet,1,1300,French contact,Coexistence,15-460,15-460,1,quiet,silence,smyltnes,8
blue,1,1300,1300,700,700,blue,blu,3,3.53,5.16,3.76,Adjective,2,Old French,blue,4.117647059,0.260911404,4,15-670,blue,1,1300,French contact,No information,15-670,15-670,1,blue,bleu,hÃ_Ì„wen,5
mute,1,1300,1300,700,700,mute,mjut,4,9.84,3.16,3.24,Adjective,8,French,muet,3.5,0.269082561,4,4-960,mute,1,1300,French contact,Coexistence,4-960,4-960,1,mute,domb,dumb,4
same,1,1300,1300,700,700,same,s1m,3,5.62,5.65,2.64,Determiner,2,Old Norse,sÃ¡mr,4.209302326,0.40382879,4,24-130,same,1,1300,Old Norse contact,Coexistence,,,,,,,
skirt,1,1300,1300,700,700,skirt,sk3t,4,5.67,3.81,4.82,Noun,4,Old Norse,skyrta,4.209302326,0.038459885,6,6-460,skirt,1,1300,Old Norse contact,No information,6-460,6-460,1,skirt,skirt-e,lÃ_ppa,5
people,1,1300,1300,700,700,people,pipP,4,3.52,6.35,4.82,Noun,2,French (Anglo-Norman),people,3.5,0.028830274,6,19-210,people,1,1300,French contact,Coexistence,19-210,19-210,1,people,folk,folc,4
garden,1,1300,1300,700,700,garden,g#dH,4,5.33,5.28,4.73,Noun,2,French (Anglo-Norman),gardin,3.5,0.028830274,6,8-130,garden,1,1300,French contact,No information,8-130,8-130,1,garden,gardin,ortgeard,8
statue,1,1300,1300,700,700,statue,st{Ju,5,7.55,4.02,4.93,Noun,2,Latin,statua,4.833333333,0.207542494,6,9-830,statue,1,1300,Latin contact,No information,9-830,9-830,1,statue,liknes-se,mannliÌ„ca,8
forest,1,1300,1300,700,700,forest,fQrIst,6,6.28,4.67,4.76,Noun,4,French,forÃªt,3.5,0.13454128,5,1-410,forest,1,1300,French contact,Coexistence,1-410,1-410,1,woods,wode,wudu,4
branch,1,1300,1300,700,700,branch,br#nJ,5,5.11,4.1,4.9,Noun,2,French,branche,3.5,0.009610091,7,8-550,branch,1,1300,Latin contact,Replacement,8-550,8-550,1,branch,bough,telga,5
debt,1,1300,1300,700,700,debt,dEt,3,10.44,4.79,2.72,Noun,6,French,dette,3.5,0.13454128,5,11-640,debt,1,1300,French contact,Replacement,11-640,11-640,1,debt,dette,gylt,4
chain,1,1300,1300,700,700,chain,J1n,3,5.22,4.49,4.55,Noun,2,French,chaÃ®ne,3.5,0.028830274,6,9-180,chain,1,1300,French contact,Insertion,9-180,9-180,1,chain,chaine,racente,7
chair,1,1300,1300,700,700,chair,J8R,3,3.43,4.66,4.58,Noun,2,Old French,chaire,4.117647059,0.052182281,6,7-430,chair,1,1300,French contact,Replacement,7-430,7-430,1,chair,stol,stoÌ„l,4
press,1,1300,1300,700,700,press,prEs,4,6.4,4.89,3.9,Noun,2,French,presser,3.5,0.009610091,7,9-342,press,1,1300,French contact,Coexistence,9-342,9-342,1,press,pressen,Î¸ryccan,7
voice,1,1300,1300,700,700,voice,v4s,3,4.83,4.89,4.13,Noun,2,French (Anglo-Norman),voiz,3.5,0.269082562,4,18-110,voice,1,1300,French contact,Replacement,18-110,18-110,1,voice,voice,stefn,5
elephant,1,1300,1300,700,700,elephant,ElIf@nt,7,4.8,4.34,5,Noun,2,French,olifant,3.5,0.009610091,7,3-770,elephant,1,1300,French contact,Insertion,3-770,3-770,1,elephant,olifaunt,elpend,6
sacrifice,1,1300,1300,700,700,sacrifice,s{krIf2s,8,9.61,4.03,2.8,Noun,6,French,sacrifice,3.5,0.00050538,9,22-150,sacrifice,1,1300,French contact,Replacement,22-150,22-150,1,sacrifice,offring-e,onsÃ_gedness,11
sledge,1,1300,1300,700,700,sledge,slE_,4,10.06,3.3,4.11,Noun,4,Dutch,slede,3.636363636,0.158503748,5,10-790,sledge,1,1300,Dutch or Middle Low German contact,No information,,,,,,,
ointment,1,1300,1300,700,700,ointment,4ntm@nt,7,7.9,2.96,4.5,Noun,6,French (Anglo-Norman),oinement,3.5,0.009610091,8,6-940,ointment,1,1300,French contact,Coexistence,6-940,6-940,1,ointment,oinement,sealf,5
battle,1,1300,1300,700,700,battle,b{tP,4,6.95,4.94,4,Noun,2,French,bataille,3.5,0.009610091,8,20-130,battle,1,1300,French contact,Coexistence,20-130,20-130,1,war,wer-re,wig,3
mattress,1,1300,1300,700,700,mattress,m{trIs,6,5.1,3.44,5,Noun,2,French (Anglo-Norman),materas,3.5,0.009610091,7,23-530,mattress,1,1300,French contact,Insertion,,,,,,,
collar,1,1300,1300,700,700,collar,kQl@R,5,6.56,3.98,4.64,Noun,2,French,coler,3.5,0.13454128,5,6-450,collar,1,1300,French contact,Insertion,6-450,6-450,1,collar,coler,wriÎ¸a,5
stomach,1,1300,1300,700,700,stomach,stVm@k,6,5.26,4.28,4.89,Noun,4,French,estomac,3.5,0.009610091,7,4-460,stomach,1,1300,French contact,Replacement,4-460,4-460,1,stomach,womb-e,wamb,4
command,1,1300,1300,700,700,command,k@m#nd,6,8.67,4.25,2.48,Noun,2,French (Anglo-Norman),cumander,3.5,0.009610091,8,19-450,command,1,1300,French contact,Coexistence,19-450,19-450,1,command,commaunden,haÌ„tan,5
cousin,1,1300,1300,700,700,cousin,kVzH,4,4.95,4.26,3.7,Noun,2,French,cousin,3.5,0.028830274,6,2-550,cousin,1,1300,French contact,Replacement,2-550,2-550,1,cousin,cosin-e,moÌ„drige,7
square,1,1300,1300,700,700,square,skw8R,5,4.11,4.78,4.33,Noun,4,French (Anglo-Norman),esquire,3.5,0.009610091,7,12-780,square,1,1300,French contact,Insertion,12-780,12-780,1,square,squar-e,feÌ„owerecd(ed)e,12
towel,1,1300,1300,700,700,towel,t6@l,4,3.22,3.87,4.86,Noun,2,French (Anglo-Norman),toaile,3.5,0.028830274,6,6-820,towel,1,1300,French contact,Insertion,6-820,6-820,1,towel,touail,handclaÌ„Î¸,8
blanket,1,1300,1300,700,700,blanket,bl{NkIt,7,3.61,3.93,5,Noun,2,French (Anglo-Norman),blankete,3.5,0.009610091,8,7-422,blanket,1,1300,French contact,Insertion,7-422,7-422,1,blanket,blanket,bedding,7
cotton,1,1300,1300,700,700,cotton,kQtH,4,6,4.1,4.97,Noun,2,French,coton,3.5,0.13454128,5,6-240,cotton,1,1300,French contact,Insertion,6-240,6-240,1,cotton,cotoun,,
number,1,1300,1300,700,700,number,nVmb@R,6,3.94,5.56,3.3,Noun,2,French,nombre,3.5,0.028830274,6,23-390,number,1,1300,French contact,Replacement,,,,,,,
pain,1,1300,1300,700,700,pain,p1n,3,4.26,4.85,3.5,Noun,2,French,peine,3.5,0.13454128,5,16-310,pain,1,1300,French contact,Coexistence,16-310,16-310,1,pain,sor-e,angnes,6
pair,1,1300,1300,700,700,pair,p8R,3,5.94,4.91,3.88,Noun,2,French (Anglo-Norman),paire,3.5,0.134541281,5,13-370,pair,1,1300,French contact,No information,13-370,13-370,1,pair,paire,twegen(?),6
study,1,1300,1300,700,700,study,stVdI,5,6.58,4.61,3.7,Noun,2,French (Anglo-Norman),estudier,3.5,0.009610091,8,17-242,study,1,1300,French contact,Coexistence,17-242,17-242,1,study,studien,cneordlÃ_Ì„can,11
coat,1,1300,1300,700,700,coat,k5t,3,3.58,4.41,4.97,Noun,2,French,cote,3.5,0.269082561,4,6-430,coat,1,1300,French contact,Replacement,6-430,6-430,1,coat,cote,paÌ„d,3
minister,1,1300,1300,700,700,minister,mInIst@R,8,7.42,5.44,4.22,Noun,2,French (Anglo-Norman),menestre,3.5,0.009610091,8,23-320,minister,1,1300,French contact,Insertion,,,,,,,
soil,1,1300,1300,700,700,soil,s4l,3,6.48,4.35,4.87,Noun,2,French,seuil,3.5,0.13454128,5,1-212,soil,1,1300,French contact,Coexistence,1-212,1-212,1,ground,erthe,eorÎ¸e,5
poet,1,1300,1300,700,700,poet,p5It,4,8.61,4.09,4.36,Noun,4,French,poÃ¨te,3.5,0.13454128,5,18-670,poet,1,1300,French contact,Replacement,18-670,18-670,1,poet,poet-e,scop,4
pasture,1,1300,1300,700,700,pasture,p#sJ@R,6,6.33,3.27,4.78,Noun,2,French (Anglo-Norman),pastour,3.5,0.009610091,7,3-160,pasture,1,1300,French contact,Coexistence,3-160,3-160,1,pasture,leswe,lÃ_Ì„s,3
air,1,1300,1300,700,700,air,8R,2,3.94,5.22,4.11,Noun,2,French,air,3.5,0.259472469,3,1-710,air,1,1300,French contact,Replacement,1-710,1-710,1,air,lift,lyft,4
bark,1,1300,1300,700,700,bark,b#k,3,5.17,3.92,4.52,Noun,2,Old Norse,bÃ¶rkr,4.209302326,0.192299424,5,8-750,bark,1,1300,Old Norse contact,Insertion,8-750,8-750,1,bark,bark,rind(e),5
niece,1,1300,1300,700,700,niece,nis,3,7,3.7,4.28,Noun,6,French (Anglo-Norman),nice,3.5,0.269082562,4,2-540,niece,1,1300,French contact,Insertion,2-540,2-540,1,niece,nifte,nift,4
poultry,1,1300,1300,700,700,poultry,p5ltrI,6,8.39,3.21,4.72,Noun,6,French,pouleterie,3.5,4.50E-05,10,3-500,poultry,1,1300,French contact,Coexistence,3-500,3-500,1,fowl,foul,henna,5
enemy,1,1300,1300,700,700,enemy,En@mI,5,7.26,4.38,2.83,Noun,2,French,ennemi,3.5,0.028830274,6,19-520,enemy,1,1300,French contact,Coexistence,19-520,19-520,1,enemy,enemi,unwine,6
crocodile,1,1300,1300,700,700,crocodile,krQk@d2l,8,5.11,3.95,4.83,Noun,4,French (Anglo-Norman),cocodrille,3.5,4.50E-05,10,3-970,crocodile,1,1300,French contact,Insertion,3-970,3-970,1,crocodile,cocodril,,
ocean,1,1300,1300,700,700,ocean,5SH,3,4.74,4.49,4.86,Noun,2,Middle French,ocean,3.5,0.13454735,5,1-329,ocean,1,1300,French contact,Insertion,1-329,1-329,1,ocean,occean,garsecg,7
spleen,1,1300,1300,700,700,spleen,splin,5,11.35,3.12,4.7,Noun,8,Middle French,esplen,3.5,0.028831575,6,4-452,spleen,1,1300,French contact,Coexistence,4-452,4-452,1,spleen,splen-e,milte,5
hospital,1,1300,1300,700,700,hospital,hQspItP,7,5.55,5.08,4.64,Noun,2,Latin,hospitÄÅle,4.833333333,0.023060277,9,23-200,hospital,1,1300,Latin contact,Insertion,,,,,,,
soldier,1,1300,1300,700,700,soldier,s5l_@R,6,6.94,4.36,4.72,Noun,4,Old French,soldier,4.117647059,0.007568931,7,20-170,soldier,1,1300,French contact,Replacement,20-170,20-170,1,soldier,soudiour,hilderinc,9
vein,1,1300,1300,700,700,vein,v1n,3,8.53,3.58,4.63,Noun,6,French,veine,3.5,0.13454128,5,4-151,vein,1,1300,French contact,Replacement,4-151,4-151,1,vein,vein-e,Ã_Ì„dre,4
try,1,1300,1300,700,700,try,tr2,3,3.44,5.65,2.22,Verb,2,French,trier,3.5,0.13454128,5,17-480,try,1,1300,French contact,Replacement,17-480,17-480,1,try,trien,costian,7
deny,1,1300,1300,700,700,deny,dIn2,4,7.8,4.12,2.2,Verb,6,French,denier (now nier),3.5,3.12E-17,17,18-340,deny,1,1300,French contact,No information,18-340,18-340,1,deny,denien,wiÎ¸-,3
condemn,1,1300,1300,700,700,condemn,k@ndEm,6,12.5,3.53,1.96,Verb,6,French (Anglo-Norman),condemner,3.5,0.00050538,9,21-320,condemn,1,1300,French contact,Replacement,21-320,21-320,1,condemn,condempnen,(for)deÌ„man,8
rescue,1,1300,1300,700,700,rescue,rEskju,6,7.17,4.68,3.17,Verb,6,French (Anglo-Norman),rescoure,3.5,0.009610091,8,11-250,rescue,1,1300,French contact,Coexistence,11-250,11-250,1,save,saven,nerian,6
cover,1,1300,1300,700,700,cover,kVv@R,5,5.42,4.86,4.23,Verb,2,French,couvrir,3.5,0.009610091,7,12-260,cover,1,1300,French contact,Coexistence,12-260,12-260,1,cover,coveren,wreÌ„on,5
enter,1,1300,1300,700,700,enter,Ent@R,5,5.67,4.42,3.12,Verb,2,French,entrer,3.5,0.028830274,6,10-570,enter,1,1300,French contact,Insertion,10-570,10-570,1,enter,entren,incuman,7
conceive,1,1300,1300,700,700,conceive,k@nsiv,6,10.39,3.19,2.04,Verb,12,French,concevoir,3.5,0.00050538,9,4-732,conceive,1,1300,French contact,No information,4-732,4-732,1,conceive,conceiven,geeÌ„acnian,9
lift,1,1300,1300,700,700,lift,lIft,4,4.74,4.75,3.89,Verb,2,Old Norse,lypta,4.209302326,0.192299424,5,10-220,lift,1,1300,Old Norse contact,Replacement,10-220,10-220,1,raise,heven,heÌ„an,4
cease,1,1300,1300,700,700,cease,sis,3,9.26,3.49,2.39,Verb,8,French,cesser,3.5,0.028830274,6,14-280,cease,1,1300,French contact,Coexistence,14-280,14-280,1,cease,cesen,geswiÌ„can,8
push,1,1300,1300,700,700,push,pUS,3,4.26,4.92,4.21,Verb,2,French,pousser,3.5,0.009610091,7,10-670,push,1,1300,French contact,Coexistence,10-670,10-670,1,push,shouven,scuÌ„fan,6
dance,1,1300,1300,700,700,dance,d#ns,4,4.63,5.12,4.32,Verb,2,French,danser,3.5,0.028830274,6,10-440,dance,1,1300,French contact,Replacement,10-440,10-440,1,dance,dauncen,hleÌ„apan,7
touch,1,1300,1300,700,700,touch,tVJ,3,5.16,5.1,3.86,Verb,2,French,toucher,3.5,0.009610091,7,15-710,touch,1,1300,French contact,Replacement,15-710,15-710,1,touch,touchen,hriÌ„nan,6
cast,1,1300,1300,700,700,cast,k#st,4,7.24,4.58,3.92,Verb,4,Old Norse,kasta,4.209302326,0.192299424,5,9-630,cast,1,1300,Old Norse contact,No information,9-630,9-630,1,cast metals,yeten,geÌ„otan(?),6
carcass,1,1299,1299,701,701,carcass,k#k@s,5,12.25,3.45,4.46,Noun,10,French (Anglo-Norman),carcois,3.5,0.009610091,7,4-771,carcass,1,1299,French contact,Coexistence,,,,,,,
sugar,1,1299,1568,701,432,sugar,SUg@R,5,3.95,4.84,4.87,Noun,2,Old French,zuchre,4.117647059,0.052182281,6,5-850,sugar,1,1299,French contact,Insertion,5-850,5-850,1,sugar,sugre,,
roast,1,1297,1297,703,703,roast,r5st,4,8.5,4.18,4.4,Adjective,2,Old French,rostir,4.117647059,0.052182281,6,5-230,roast,1,1297,French contact,No information,5-230,5-230,1,roast,rosten,brÃ_Ì„dan,6
clear,1,1297,1297,703,703,clear,kl7R,4,5.8,5.37,3.55,Adjective,4,French (Anglo-Norman),cler,3.5,0.269082562,4,17-340,clear,1,1297,French contact,No information,17-340,17-340,1,clear,cler,sweotol,7
certain,1,1297,1297,703,703,certain,s3tH,4,8.2,4.99,1.68,Adjective,4,French,certain,3.5,0.009610091,7,17-370,certain,1,1297,French contact,No information,17-370,17-370,1,sure,siker,gewiss,6
ancestor,1,1297,1297,703,703,ancestor,{nsEst@R,8,8.61,3.38,3.24,Noun,2,French (Anglo-Norman),ancestre,3.5,0.009610091,8,2-560,ancestor,1,1297,French contact,Replacement,2-560,2-560,1,ancestors,eldren,ealdfÃ_deras,11
second,1,1297,1297,703,703,second,sEk@nd,6,4.68,5.61,3.3,Noun,2,French,second,3.5,0.028830274,6,13-360,second,1,1297,French contact,Coexistence,13-360,13-360,1,second,second,oÌ„Î¸er,4
shop,1,1297,1297,703,703,shop,SQp,3,5.78,5.05,4.31,Noun,2,French (Anglo-Norman),eschoppe,3.5,0.009610091,8,11-860,shop,1,1297,French contact,Coexistence,11-860,11-860,1,store,shop-pe,(mangung)huÌ„s,10
tent,1,1297,1297,703,703,tent,tEnt,4,5.16,4.21,4.96,Noun,2,French,tente,3.5,0.13454128,5,7-140,tent,1,1297,French contact,Insertion,7-140,7-140,1,tent,tent-e,(ge)teld,6
aunt,1,1297,1297,703,703,aunt,#nt,3,3.8,4.32,4.17,Noun,2,Old French,aunte,4.117647059,0.104364562,5,2-520,aunt,1,1297,French contact,No information,2-520,2-520,1,aunt,aunte,faÎ¸u,4
armour,1,1297,1297,703,703,armour,#m@R,4,7.17,3.89,4.76,Noun,NA,French (Anglo-Norman),armure,3.5,0.028830274,6,20-310,armour,1,1297,French contact,Replacement,20-310,20-310,1,armor,armure,searo,5
