"","X.3","X.2","word","borrowing","age_oldest","age_youngest","age_oldest_num","age_youngest_num","word.1","phonology","phonlength","AoA","subtlexzipf","conc","cat","nounornot","verbornot","adjornot","advornot","pronounornot","functionornot","numberornot","X","X.1","AoA_obj","source.language","source.word"
"1105",1105,1105,"vulture",1,"1374","1374","626","626","vulture","vVlJ@R",6,"8.89","3.20","4.73","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","vultur"
"1106",1106,1106,"quarrel",1,"1374","1374","626","626","quarrel","kwQr@l",6,"8.32","3.00","3.32","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","querele"
"1107",1107,1107,"approach",1,"1374","1374","626","626","approach","@pr5J",5,"8.50","4.71","2.74","Noun",1,0,0,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","aprochier"
"1108",1108,1108,"captive",1,"1374","1374","626","626","captive","k{ptIv",6,"9.44","3.40","3.03","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","captif"
"1109",1109,1109,"autumn",1,"1374","1374","626","626","autumn","$t@m",4,"6.00","4.41","3.27","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","automne"
"1110",1110,1110,"divide",1,"1374","1374","626","626","divide","dIv2d",5,"7.16","4.05","2.86","Verb",0,1,0,0,0,0,0,NA,NA,2,"Latin","dīvidere"
"1111",1111,1111,"defeat",1,"1374","1374","626","626","defeat","dIfit",5,"8.74","4.48","2.96","Verb",0,1,0,0,0,0,0,NA,NA,4,"Old French","defeit"
"1112",1112,1112,"adultery",1,"1366","1366","634","634","adultery","@dVlt@rI",8,"11.84","3.06","2.79","Noun",1,0,0,0,0,0,0,NA,NA,10,"Old French","avouterie"
"1113",1113,1113,"squirrel",1,"1366","1366","634","634","squirrel","skIr@l",6,"4.44","3.94","4.89","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","esquirel"
"1114",1114,1114,"fur",1,"1366","1366","634","634","fur","f3R",3,"5.22","4.03","4.69","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","forrer"
"1115",1115,1115,"pitchfork",1,"1364","1364","636","636","pitchfork","pIJf$k",6,"6.89","2.55","5.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","pic"
"1116",1116,1116,"famine",1,"1362","1362","638","638","famine","f{mIn",5,"10.00","3.62","3.55","Noun",1,0,0,0,0,0,0,NA,NA,8,"French","faim"
"1117",1117,1117,"sure",1,"1350","1350","650","650","sure","S$R",3,"4.85","5.80","1.73","Adjective",0,0,1,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","sur"
"1118",1118,1118,"victory",1,"1350","1350","650","650","victory","vIkt@rI",7,"7.53","4.72","2.55","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","victorie"
"1119",1119,1119,"fortress",1,"1350","1350","650","650","fortress","f$trIs",6,"10.05","3.48","4.80","Noun",1,0,0,0,0,0,0,NA,NA,8,"French","forteresse"
"1120",1120,1120,"pestle",1,"1350","1350","650","650","pestle","pEsP",4,"13.00","3.00","#N/A","Noun",1,0,0,0,0,0,0,NA,NA,13,"Old French","pestel"
"1121",1121,1121,"dolphin",1,"1350","1350","650","650","dolphin","dQlfIn",6,"6.05","3.77","4.96","Noun",1,0,0,0,0,0,0,NA,NA,10,"Old French","delfin"
"1122",1122,1122,"grain",1,"1350","1350","650","650","grain","gr1n",4,"7.44","3.97","4.80","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","grain"
"1123",1123,1123,"trumpet",1,"1350","1350","650","650","trumpet","trVmpIt",7,"6.28","3.82","4.86","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","trompette"
"1124",1124,1124,"prisoner",1,"1350","1350","650","650","prisoner","prIzH@R",7,"8.00","4.08","4.11","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","prisonier"
"1125",1125,1125,"quail",1,"1350","1350","650","650","quail","kw1l",4,"9.72","3.48","4.65","Noun",1,0,0,0,0,0,0,NA,NA,6,"Old French","quaille"
"1126",1126,1126,"refuse",1,"1350","1350","650","650","refuse","rIfjuz",6,"9.33","4.02","3.04","Verb",0,1,0,0,0,0,0,NA,NA,4,"French","refuser"
"1127",1127,1127,"finish",1,"1350","1350","650","650","finish","fInIS",5,"6.32","5.06","2.89","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","finir"
"1128",1128,1128,"regret",1,"1350","1350","650","650","regret","rIgrEt",6,"9.61","4.26","1.80","Verb",0,1,0,0,0,0,0,NA,NA,6,"French","regretter"
"1129",1129,1129,"carpet",1,"1345","1345","655","655","carpet","k#pIt",5,"6.05","4.25","4.96","Noun",1,0,0,0,0,0,0,NA,NA,2,"Middle French","carpite"
"1130",1130,1130,"paper",1,"1341","1342","659","658","paper","p1p@R",5,"4.00","4.94","4.93","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","papir"
"1131",1131,1131,"innocent",1,"1340","1340","660","660","innocent","In@sHt",6,"5.95","4.30","1.54","Adjective",0,0,1,0,0,0,0,NA,NA,4,"Latin","innocen-s, -tem"
"1132",1132,1132,"strain",1,"1340","1340","660","660","strain","str1n",5,"8.63","4.00","3.00","Noun",1,0,0,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","estreindre"
"1133",1133,1133,"grease",1,"1340","1340","660","660","grease","griz",4,"7.33","3.68","4.61","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","graisse"
"1134",1134,1134,"button",1,"1340","1340","660","660","button","bVtH",4,"4.78","4.46","4.96","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","boton"
"1135",1135,1135,"chameleon",1,"1340","1340","660","660","chameleon","k@milj@n",8,"10.18","3.35","4.68","Noun",1,0,0,0,0,0,0,NA,NA,12,"Latin","chamaeleon"
"1136",1136,1136,"season",1,"1340","1370","660","630","season","sizH",4,"6.05","5.10","3.32","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","seson"
"1137",1137,1137,"measure",1,"1340","1340","660","660","measure","mEZ@R",5,"7.53","4.48","3.59","Verb",0,1,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","mesurer"
"1138",1138,1138,"latch",1,"1331","1331","669","669","latch","l{J",3,"8.00","3.15","4.79","Noun",1,0,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","lache"
"1139",1139,1139,"fence",1,"1330","1330","670","670","fence","fEns",4,"6.28","4.31","4.82","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","défense"
"1140",1140,1140,"chimney",1,"1330","1330","670","670","chimney","JImnI",5,"6.58","3.90","5.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","cheminée"
"1141",1141,1141,"mirror",1,"1330","1330","670","670","mirror","mIr@R",5,"4.89","4.45","4.97","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","miroir"
"1142",1142,1142,"ambush",1,"1330","1330","670","670","ambush","{mbUS",5,"9.30","3.37","3.16","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","embusche"
"1143",1143,1143,"disease",1,"1330","1330","670","670","disease","dIziz",5,"7.55","4.49","3.45","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","disease"
"1144",1144,1144,"train",1,"1330","1330","670","670","train","tr1n",4,"4.00","4.98","4.79","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","train"
"1145",1145,1145,"remember",1,"1330","1330","670","670","remember","rImEmb@R",8,"5.63","5.52","2.41","Verb",0,1,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","remembrer"
"1146",1146,1146,"sock",1,"1327","1327","673","673","sock","sQk",3,"2.94","3.77","4.91","Noun",1,0,0,0,0,0,0,NA,NA,2,"Latin","soccus"
"1147",1147,1147,"plain",1,"1325","1325","675","675","plain","pl1n",4,"7.37","4.36","2.26","Adjective",0,0,1,0,0,0,0,NA,NA,4,"French","plain"
"1148",1148,1148,"boot",1,"1325","1325","675","675","boot","but",3,"3.89","4.43","4.96","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","bote"
"1149",1149,1149,"age",1,"1325","1325","675","675","age","1_",2,"4.38","5.18","2.86","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","âge"
"1150",1150,1150,"corpse",1,"1325","1325","675","675","corpse","k$ps",4,"10.00","3.41","4.89","Noun",1,0,0,0,0,0,0,NA,NA,6,"Middle French","cors"
"1151",1151,1151,"grief",1,"1325","1325","675","675","grief","grif",4,"8.39","4.07","2.70","Noun",1,0,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","grief"
"1152",1152,1152,"nurse",1,"1325","1325","675","675","nurse","n3s",3,"5.84","4.50","4.39","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","nourice"
"1153",1153,1153,"carpenter",1,"1325","1325","675","675","carpenter","k#p@nt@R",8,"7.39","3.61","4.41","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","carpentier"
"1154",1154,1154,"music",1,"1325","1325","675","675","music","mjuzIk",6,"3.81","5.35","4.31","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","musique"
"1155",1155,1155,"money",1,"1325","1325","675","675","money","mVnI",4,"5.11","5.84","4.54","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","monai"
"1156",1156,1156,"count",1,"1325","1325","675","675","count","k6nt",4,"2.61","4.71","3.00","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","compter"
"1157",1157,1157,"pointed",1,"1325","1325","675","675","pointed","p4ntId",6,"#N/A","4.14","3.57","Verb",0,1,0,0,0,0,0,NA,NA,4,"French","point"
"1158",1158,1158,"obey",1,"1325","1325","675","675","obey","@b1",3,"5.44","3.52","2.67","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","obéir"
"1159",1159,1159,"cormorant",1,"1320","1320","680","680","cormorant","k$m@r@nt",8,"14.22","2.58","#N/A","Noun",1,0,0,0,0,0,0,NA,NA,13,"Old French","cormoran"
"1160",1160,1160,"fairy",1,"1320","1320","680","680","fairy","f8rI",4,"5.17","4.16","4.11","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","faierie"
"1161",1161,1161,"flat",1,"1320","1320","680","680","flat","fl{t",4,"5.68","4.99","4.07","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old Norse","flatr"
"1162",1162,1162,"carry",1,"1320","1320","680","680","carry","k{rI",4,"5.16","4.95","4.04","Verb",0,1,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","carier"
"1163",1163,1163,"cause",1,"1315","1315","685","685","cause","k$z",3,"5.84","4.83","2.43","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","cause"
"1164",1164,1164,"tablet",1,"1315","1315","685","685","tablet","t{blIt",6,"6.83","3.54","4.82","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","tablete"
"1165",1165,1165,"allow",1,"1315","1315","685","685","allow","@l6",3,"5.32","4.76","2.41","Verb",0,1,0,0,0,0,0,NA,NA,2,"Old French","alouer"
"1166",1166,1166,"defendant",1,"1314","1314","686","686","defendant","dIfEnd@nt",9,"11.42","3.48","3.80","Noun",1,0,0,0,0,0,0,NA,NA,8,"Old French","deffendant"
"1167",1167,1167,"citizen",1,"1314","1314","686","686","citizen","sItIzH",6,"7.74","3.89","4.43","Noun",1,0,0,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","citezein"
"1168",1168,1168,"chase",1,"1314","1314","686","686","chase","J1s",3,"5.53","4.31","3.48","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","chacier"
"1169",1169,1169,"defend",1,"1314","1314","686","686","defend","dIfEnd",6,"8.16","4.35","2.31","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","défendre"
"1170",1170,1170,"because",1,"1305","1305","695","695","because","bIkQz",5,"4.44","6.22","1.22","Conjunction",0,0,0,0,0,1,0,NA,NA,2,"Latin","causa, earlier caussa"
"1171",1171,1171,"vine",1,"1303","1303","697","697","vine","v2n",3,"6.95","3.60","4.86","Noun",1,0,0,0,0,0,0,NA,NA,4,"French","vigne"
"1172",1172,1172,"gourd",1,"1303","1303","697","697","gourd","g9d",3,"10.65","2.75","4.86","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","gourde"
"1173",1173,1173,"judge",1,"1303","1303","697","697","judge","_V_",3,"8.85","4.69","3.75","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","juge"
"1174",1174,1174,"heron",1,"1302","1302","698","698","heron","hEr@n",5,"10.35","3.25","4.38","Noun",1,0,0,0,0,0,0,NA,NA,8,"French (Anglo-Norman)","hairon"
"1175",1175,1175,"faithful",1,"1300","1300","700","700","faithful","f1TfUl",6,"8.42","3.82","2.20","Adjective",0,0,1,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","fed"
"1176",1176,1176,"quiet",1,"1300","1300","700","700","quiet","kw2@t",5,"4.15","4.86","2.76","Adjective",0,0,1,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","quiete"
"1177",1177,1177,"blue",1,"1300","1300","700","700","blue","blu",3,"3.53","5.16","3.76","Adjective",0,0,1,0,0,0,0,NA,NA,2,"Old French","blue"
"1178",1178,1178,"mute",1,"1300","1300","700","700","mute","mjut",4,"9.84","3.16","3.24","Adjective",0,0,1,0,0,0,0,NA,NA,8,"French","muet"
"1179",1179,1179,"same",1,"1300","1300","700","700","same","s1m",3,"5.62","5.65","2.64","Determiner",0,0,0,0,0,1,0,NA,NA,2,"Old Norse","sámr"
"1180",1180,1180,"skirt",1,"1300","1300","700","700","skirt","sk3t",4,"5.67","3.81","4.82","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old Norse","skyrta"
"1181",1181,1181,"people",1,"1300","1300","700","700","people","pipP",4,"3.52","6.35","4.82","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","people"
"1182",1182,1182,"garden",1,"1300","1300","700","700","garden","g#dH",4,"5.33","5.28","4.73","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","gardin"
"1183",1183,1183,"statue",1,"1300","1300","700","700","statue","st{Ju",5,"7.55","4.02","4.93","Noun",1,0,0,0,0,0,0,NA,NA,2,"Latin","statua"
"1184",1184,1184,"forest",1,"1300","1300","700","700","forest","fQrIst",6,"6.28","4.67","4.76","Noun",1,0,0,0,0,0,0,NA,NA,4,"French","forêt"
"1185",1185,1185,"branch",1,"1300","1300","700","700","branch","br#nJ",5,"5.11","4.10","4.90","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","branche"
"1186",1186,1186,"debt",1,"1300","1300","700","700","debt","dEt",3,"10.44","4.79","2.72","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","dette"
"1187",1187,1187,"chain",1,"1300","1300","700","700","chain","J1n",3,"5.22","4.49","4.55","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","chaîne"
"1188",1188,1188,"chair",1,"1300","1300","700","700","chair","J8R",3,"3.43","4.66","4.58","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","chaire"
"1189",1189,1189,"press",1,"1300","1300","700","700","press","prEs",4,"6.40","4.89","3.90","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","presser"
"1190",1190,1190,"voice",1,"1300","1300","700","700","voice","v4s",3,"4.83","4.89","4.13","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","voiz"
"1191",1191,1191,"elephant",1,"1300","1300","700","700","elephant","ElIf@nt",7,"4.80","4.34","5.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","olifant"
"1192",1192,1192,"sacrifice",1,"1300","1300","700","700","sacrifice","s{krIf2s",8,"9.61","4.03","2.80","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","sacrifice"
"1193",1193,1193,"sledge",1,"1300","1300","700","700","sledge","slE_",4,"10.06","3.30","4.11","Noun",1,0,0,0,0,0,0,NA,NA,4,"Dutch","slede"
"1194",1194,1194,"rock",1,"1300","1300","700","700","rock","rQk",3,"3.22","5.01","4.91","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","roque, rocque, roche"
"1195",1195,1195,"ointment",1,"1300","1300","700","700","ointment","4ntm@nt",7,"7.90","2.96","4.50","Noun",1,0,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","oinement"
"1196",1196,1196,"battle",1,"1300","1300","700","700","battle","b{tP",4,"6.95","4.94","4.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","bataille"
"1197",1197,1197,"mattress",1,"1300","1300","700","700","mattress","m{trIs",6,"5.10","3.44","5.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","materas"
"1198",1198,1198,"collar",1,"1300","1300","700","700","collar","kQl@R",5,"6.56","3.98","4.64","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","coler"
"1199",1199,1199,"stomach",1,"1300","1300","700","700","stomach","stVm@k",6,"5.26","4.28","4.89","Noun",1,0,0,0,0,0,0,NA,NA,4,"French","estomac"
"1200",1200,1200,"command",1,"1300","1300","700","700","command","k@m#nd",6,"8.67","4.25","2.48","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","cumander"
"1201",1201,1201,"cousin",1,"1300","1300","700","700","cousin","kVzH",4,"4.95","4.26","3.70","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","cousin"
"1202",1202,1202,"square",1,"1300","1300","700","700","square","skw8R",5,"4.11","4.78","4.33","Noun",1,0,0,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","esquire"
"1203",1203,1203,"towel",1,"1300","1300","700","700","towel","t6@l",4,"3.22","3.87","4.86","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","toaile"
"1204",1204,1204,"blanket",1,"1300","1300","700","700","blanket","bl{NkIt",7,"3.61","3.93","5.00","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","blankete"
"1205",1205,1205,"cotton",1,"1300","1300","700","700","cotton","kQtH",4,"6.00","4.10","4.97","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","coton"
"1206",1206,1206,"number",1,"1300","1300","700","700","number","nVmb@R",6,"3.94","5.56","3.30","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","nombre"
"1207",1207,1207,"pain",1,"1300","1300","700","700","pain","p1n",3,"4.26","4.85","3.50","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","peine"
"1208",1208,1208,"pair",1,"1300","1300","700","700","pair","p8R",3,"5.94","4.91","3.88","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","paire"
"1209",1209,1209,"study",1,"1300","1300","700","700","study","stVdI",5,"6.58","4.61","3.70","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","estudier"
"1210",1210,1210,"coat",1,"1300","1300","700","700","coat","k5t",3,"3.58","4.41","4.97","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","cote"
"1211",1211,1211,"minister",1,"1300","1300","700","700","minister","mInIst@R",8,"7.42","5.44","4.22","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","menestre"
"1212",1212,1212,"soil",1,"1300","1300","700","700","soil","s4l",3,"6.48","4.35","4.87","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","seuil"
"1213",1213,1213,"poet",1,"1300","1300","700","700","poet","p5It",4,"8.61","4.09","4.36","Noun",1,0,0,0,0,0,0,NA,NA,4,"French","poète"
"1214",1214,1214,"pasture",1,"1300","1300","700","700","pasture","p#sJ@R",6,"6.33","3.27","4.78","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","pastour"
"1215",1215,1215,"air",1,"1300","1300","700","700","air","8R",2,"3.94","5.22","4.11","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","air"
"1216",1216,1216,"bark",1,"1300","1300","700","700","bark","b#k",3,"5.17","3.92","4.52","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old Norse","börkr"
"1217",1217,1217,"niece",1,"1300","1300","700","700","niece","nis",3,"7.00","3.70","4.28","Noun",1,0,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","nice"
"1218",1218,1218,"poultry",1,"1300","1300","700","700","poultry","p5ltrI",6,"8.39","3.21","4.72","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","pouleterie"
"1219",1219,1219,"enemy",1,"1300","1300","700","700","enemy","En@mI",5,"7.26","4.38","2.83","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","ennemi"
"1220",1220,1220,"crocodile",1,"1300","1300","700","700","crocodile","krQk@d2l",8,"5.11","3.95","4.83","Noun",1,0,0,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","cocodrille"
"1221",1221,1221,"ocean",1,"1300","1300","700","700","ocean","5SH",3,"4.74","4.49","4.86","Noun",1,0,0,0,0,0,0,NA,NA,2,"Middle French","ocean"
"1222",1222,1222,"spleen",1,"1300","1300","700","700","spleen","splin",5,"11.35","3.12","4.70","Noun",1,0,0,0,0,0,0,NA,NA,8,"Middle French","esplen"
"1223",1223,1223,"hospital",1,"1300","1300","700","700","hospital","hQspItP",7,"5.55","5.08","4.64","Noun",1,0,0,0,0,0,0,NA,NA,2,"Latin","hospitāle"
"1224",1224,1224,"soldier",1,"1300","1300","700","700","soldier","s5l_@R",6,"6.94","4.36","4.72","Noun",1,0,0,0,0,0,0,NA,NA,4,"Old French","soldier"
"1225",1225,1225,"vein",1,"1300","1300","700","700","vein","v1n",3,"8.53","3.58","4.63","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","veine"
"1226",1226,1226,"try",1,"1300","1300","700","700","try","tr2",3,"3.44","5.65","2.22","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","trier"
"1227",1227,1227,"deny",1,"1300","1300","700","700","deny","dIn2",4,"7.80","4.12","2.20","Verb",0,1,0,0,0,0,0,NA,NA,6,"French","denier (now nier)"
"1228",1228,1228,"condemn",1,"1300","1300","700","700","condemn","k@ndEm",6,"12.50","3.53","1.96","Verb",0,1,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","condemner"
"1229",1229,1229,"rescue",1,"1300","1300","700","700","rescue","rEskju",6,"7.17","4.68","3.17","Verb",0,1,0,0,0,0,0,NA,NA,6,"French (Anglo-Norman)","rescoure"
"1230",1230,1230,"cover",1,"1300","1300","700","700","cover","kVv@R",5,"5.42","4.86","4.23","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","couvrir"
"1231",1231,1231,"enter",1,"1300","1300","700","700","enter","Ent@R",5,"5.67","4.42","3.12","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","entrer"
"1232",1232,1232,"conceive",1,"1300","1300","700","700","conceive","k@nsiv",6,"10.39","3.19","2.04","Verb",0,1,0,0,0,0,0,NA,NA,12,"French","concevoir"
"1233",1233,1233,"lift",1,"1300","1300","700","700","lift","lIft",4,"4.74","4.75","3.89","Verb",0,1,0,0,0,0,0,NA,NA,2,"Old Norse","lypta"
"1234",1234,1234,"cease",1,"1300","1300","700","700","cease","sis",3,"9.26","3.49","2.39","Verb",0,1,0,0,0,0,0,NA,NA,8,"French","cesser"
"1235",1235,1235,"push",1,"1300","1300","700","700","push","pUS",3,"4.26","4.92","4.21","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","pousser"
"1236",1236,1236,"dance",1,"1300","1300","700","700","dance","d#ns",4,"4.63","5.12","4.32","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","danser"
"1237",1237,1237,"touch",1,"1300","1300","700","700","touch","tVJ",3,"5.16","5.10","3.86","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","toucher"
"1238",1238,1238,"cast",1,"1300","1300","700","700","cast","k#st",4,"7.24","4.58","3.92","Verb",0,1,0,0,0,0,0,NA,NA,4,"Old Norse","kasta"
"1239",1239,1239,"carcass",1,"1299","1299","701","701","carcass","k#k@s",5,"12.25","3.45","4.46","Noun",1,0,0,0,0,0,0,NA,NA,10,"French (Anglo-Norman)","carcois"
"1240",1240,1240,"sugar",1,"1299","1568","701","432","sugar","SUg@R",5,"3.95","4.84","4.87","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","zuchre"
"1241",1241,1241,"roast",1,"1297","1297","703","703","roast","r5st",4,"8.50","4.18","4.40","Adjective",0,0,1,0,0,0,0,NA,NA,2,"Old French","rostir"
"1242",1242,1242,"clear",1,"1297","1297","703","703","clear","kl7R",4,"5.80","5.37","3.55","Adjective",0,0,1,0,0,0,0,NA,NA,4,"French (Anglo-Norman)","cler"
"1243",1243,1243,"certain",1,"1297","1297","703","703","certain","s3tH",4,"8.20","4.99","1.68","Adjective",0,0,1,0,0,0,0,NA,NA,4,"French","certain"
"1244",1244,1244,"ancestor",1,"1297","1297","703","703","ancestor","{nsEst@R",8,"8.61","3.38","3.24","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","ancestre"
"1245",1245,1245,"second",1,"1297","1297","703","703","second","sEk@nd",6,"4.68","5.61","3.30","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","second"
"1246",1246,1246,"shop",1,"1297","1297","703","703","shop","SQp",3,"5.78","5.05","4.31","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","eschoppe"
"1247",1247,1247,"tent",1,"1297","1297","703","703","tent","tEnt",4,"5.16","4.21","4.96","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","tente"
"1248",1248,1248,"aunt",1,"1297","1297","703","703","aunt","#nt",3,"3.80","4.32","4.17","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","aunte"
"1249",1249,1249,"armour",1,"1297","1297","703","703","armour","#m@R",4,"7.17","3.89","4.76","Noun",1,0,0,0,0,0,0,NA,NA,NA,"French (Anglo-Norman)","armure"
"1250",1250,1250,"dinner",1,"1297","1297","703","703","dinner","dIn@R",5,"3.99","4.77","4.50","Noun",1,0,0,0,0,0,0,NA,NA,2,"Old French","disner"
"1251",1251,1251,"store",1,"1297","1297","703","703","store","st$R",4,"4.76","4.63","4.50","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","estorer"
"1252",1252,1252,"river",1,"1297","1297","703","703","river","rIv@R",5,"4.90","4.93","4.89","Noun",1,0,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","river"
"1253",1253,1253,"judgment",1,"1297","1297","703","703","judgment","_V_m@nt",7,"8.94","4.20","1.68","Noun",1,0,0,0,0,0,0,NA,NA,6,"French","jugement"
"1254",1254,1254,"tailor",1,"1297","1297","703","703","tailor","t1l@R",5,"9.83","3.54","4.67","Noun",1,0,0,0,0,0,0,NA,NA,4,"French","tailleur"
"1255",1255,1255,"valley",1,"1297","1297","703","703","valley","v{lI",4,"7.94","4.47","4.72","Noun",1,0,0,0,0,0,0,NA,NA,2,"French","vallée"
"1256",1256,1256,"accuse",1,"1297","1297","703","703","accuse","@kjuz",5,"9.10","3.58","2.25","Verb",0,1,0,0,0,0,0,NA,NA,4,"French","accuser"
"1257",1257,1257,"marry",1,"1297","1297","703","703","marry","m{rI",4,"5.83","4.43","3.03","Verb",0,1,0,0,0,0,0,NA,NA,4,"French","marier"
"1258",1258,1258,"govern",1,"1297","1297","703","703","govern","gVvH",4,"9.53","3.57","2.21","Verb",0,1,0,0,0,0,0,NA,NA,4,"French","gouverner"
"1259",1259,1259,"destroy",1,"1297","1297","703","703","destroy","dIstr4",6,"6.70","4.24","3.08","Verb",0,1,0,0,0,0,0,NA,NA,2,"French (Anglo-Norman)","destruire"
"1260",1260,1260,"join",1,"1297","1297","703","703","join","_4n",3,"5.83","5.10","2.86","Verb",0,1,0,0,0,0,0,NA,NA,2,"French","joindre"
