"Stimuli","AoA","SD","X","Stimuli.1","FreqSub","SD.1","freq2","cat","phonlength","Borrowed"
"toi",4.176863181,1.688035061,NA,"toi",6.821428571,0.611832186,450.34,"PRO",3,FALSE
"toile",7.746384872,1.799043952,NA,"toile",3.785714286,0.917207633,81.35,"NOM",4,FALSE
"toit",5.779755284,2.027764275,NA,"toit",3.928571429,1.245096201,54.59,"NOM",3,FALSE
"tôle",9.885428254,3.091785857,NA,"tôle",3.25,1.377732974,12.5,"NOM",3,FALSE
"tombe",7.291666667,2.666307447,NA,"tombe",4.107142857,1.547741143,84.46,"NOM",3,FALSE
"tome",10.37420179,2.931903667,NA,"tome",3.357142857,1.253566341,4.66,"NOM",3,FALSE
"ton",5.392658509,1.838068177,NA,"ton",6.357142857,1.19301317,138.45,"ADJ",2,FALSE
"tondre",7.58452381,1.86590707,NA,"tondre",3.607142857,1.257254084,1.01,"VER",4,FALSE
"tong",8.56618465,3.324396622,NA,"tong",3.357142857,1.366647309,NA,"NOM",3,FALSE
"tonne",8.355951057,2.055676641,NA,"tonne",3.607142857,1.165532328,3.52,"NOM",3,TRUE
"top",9.098998888,2.604380099,NA,"top",5.321428571,1.44154165,2.09,"NOM",3,TRUE
"torche",8.167964405,2.37685977,NA,"torche",3.357142857,1.311326321,8.78,"NOM",4,FALSE
"tordre",7.741935484,2.567371779,NA,"tordre",3.75,0.844371342,5.27,"VER",5,FALSE
"tort",7.886540601,2.438490631,NA,"tort",4.928571429,1.152407188,51.55,"NOM",3,FALSE
"tôt",6.213570634,1.621097464,NA,"tôt",5.928571429,1.015749,126.76,"ADV",2,FALSE
"touche",5.954761905,2.448551061,NA,"touche",5.392857143,1.370030703,38.92,"NOM",3,TRUE
"touffe",8.707452725,2.718712535,NA,"touffe",3.928571429,1.08622934,6.69,"NOM",3,TRUE
"tourte",9.139043382,2.726216804,NA,"tourte",3.571428571,1.372442306,0.54,"NOM",4,FALSE
"tous",5.493882091,1.700727232,NA,"tous",6.678571429,0.669636243,1155.27,"PRO",3,FALSE
"tout",6.027808676,2.676058729,NA,"tout",6.642857143,0.780042056,3874.86,"ADJ",2,FALSE
"toux",6.9243604,2.182038112,NA,"toux",3.892857143,0.994029797,12.23,"NOM",2,FALSE
"trac",9.600667408,2.172160116,NA,"trac",3.678571429,1.090483122,8.24,"NOM",4,TRUE
"trace",7.028921023,1.753031169,NA,"trace",4.285714286,1.11744228,44.86,"NOM",4,FALSE
"tract",11.67943806,2.622374361,NA,"tract",3.75,1.004618962,2.5,"NOM",5,FALSE
"train",5.068965517,1.932183566,NA,"train",4.285714286,1.181873681,271.28,"NOM",3,TRUE
"traîne",7.777380952,2.860953944,NA,"traîne",4.142857143,1.458418365,20.95,"NOM",4,FALSE
"traire",7.285714286,2.212815339,NA,"traire",2.928571429,1.08622934,1.82,"VER",4,FALSE
"trait",5.172413793,2.569046516,NA,"trait",4.392857143,1.342724861,40.41,"VER",3,FALSE
"traite",8.918263091,3.177817202,NA,"traite",3.857142857,1.353029132,14.53,"ADJ",4,FALSE
"traître",10.02669633,2.825003568,NA,"traître",3.571428571,0.997350989,10.81,"ADJ",5,FALSE
"trame",14.46071429,12.00675097,NA,"trame",3.392857143,1.227441957,6.35,"NOM",4,FALSE
"tranche",6.280311457,2.432309403,NA,"tranche",5.035714286,1.477789712,14.59,"NOM",4,FALSE
"transe",12.66071429,2.161576691,NA,"transe",3.142857143,0.84827868,3.51,"NOM",4,FALSE
"trappe",9.280311457,2.140746528,NA,"trappe",3.178571429,0.818923025,5.41,"NOM",4,TRUE
"traque",10.88095238,2.590877009,NA,"traque",3.535714286,1.170063083,1.69,"NOM",4,TRUE
"trèfle",6.476190476,2.154919525,NA,"trèfle",3.285714286,1.013141168,4.19,"NOM",5,FALSE
"treize",5.244716352,1.300124064,NA,"treize",4.928571429,1.537881454,20.95,"ADJ",4,FALSE
"trente",5.781979978,1.375671879,NA,"trente",4.642857143,1.366647309,84.19,"ADJ",4,FALSE
"très",5.213570634,1.514801524,NA,"très",6.392857143,1.100144291,1120.81,"ADV",3,FALSE
"tresse",6.209121246,1.730808749,NA,"tresse",3.5,0.922958207,1.22,"NOM",4,FALSE
"trêve",10.95550612,2.465678384,NA,"trêve",3.285714286,1.11744228,11.15,"NOM",4,TRUE
"tri",7.562847608,2.241831049,NA,"tri",4.75,1.174576362,2.84,"NOM",3,FALSE
"triche",6.282536151,2.088370255,NA,"triche",4,1.088662108,1.9,"NOM",4,FALSE
"tringle",9.920238095,2.648139664,NA,"tringle",3.107142857,0.831744517,1.56,"NOM",5,TRUE
"triple",8.605116796,1.785846385,NA,"triple",3.928571429,1.11980724,8.31,"ADJ",5,FALSE
"triste",5.349276974,1.96200468,NA,"triste",4.857142857,1.353029132,86.89,"ADJ",5,FALSE
"troc",10.20355951,2.560661877,NA,"troc",3.142857143,0.970463261,1.76,"NOM",4,FALSE
"trompe",6.850945495,2.66316975,NA,"trompe",4.25,1.601503923,20.41,"NOM",4,TRUE
"tronc",6.066740823,1.80620198,NA,"tronc",3.678571429,1.156417566,20.74,"NOM",3,FALSE
"trône",7.657142857,2.698658671,NA,"trône",3.035714286,0.792658109,13.11,"NOM",4,FALSE
"trop",5.672969967,1.929956264,NA,"trop",6.25,1.350582865,790,"ADV",3,TRUE
"trot",8.450500556,2.632305502,NA,"trot",3.178571429,1.278122797,10.41,"NOM",3,TRUE
"trotte",7.890989989,2.395784829,NA,"trotte",3.857142857,1.325373063,2.37,"NOM",4,FALSE
"trou",4.994438265,1.984889152,NA,"trou",4.535714286,1.400585667,76.08,"NOM",3,FALSE
"trouble",9.76547619,2.608782691,NA,"trouble",4.571428571,1.288943622,33.18,"ADJ",5,TRUE
"trouille",7.280311457,2.526419541,NA,"trouille",4.214285714,0.956736074,14.46,"NOM",4,TRUE
"troupe",9.387096774,2.667204247,NA,"troupe",3.964285714,0.961562881,32.3,"NOM",4,TRUE
"trousse",8.020022247,10.93244161,NA,"trousse",4.821428571,1.492042384,4.86,"NOM",4,FALSE
"truc",5.282536151,2.023517644,NA,"truc",5.75,1.294575578,51.15,"NOM",4,FALSE
"truffe",9.34705228,3.14044035,NA,"truffe",3.357142857,1.026114055,3.52,"NOM",4,FALSE
"truie",7.325,2.591098822,NA,"truie",2.857142857,0.705233647,2.16,"NOM",4,TRUE
"truite",9.80756396,10.65136672,NA,"truite",3.25,0.967049733,3.38,"NOM",5,FALSE
"tu",3.959955506,1.790656755,NA,"tu",6.75,0.700528901,2537.37,"VER",2,FALSE
"tube",7.747497219,1.92158089,NA,"tube",4.357142857,1.026114055,11.35,"NOM",3,FALSE
"tué",6.711902113,1.279280712,NA,"tué",4.428571429,1.619981057,51.82,"VER",3,FALSE
"tuer",6.854282536,2.124612552,NA,"tuer",4.5,1.452966315,65.54,"VER",3,FALSE
"tueur",7.639599555,2.03041391,NA,"tueur",4.107142857,0.916486274,7.3,"NOM",4,FALSE
"tuile",7.281423804,2.001612253,NA,"tuile",3.464285714,1.07089934,2.84,"NOM",4,FALSE
"turc",10.10595238,2.941772083,NA,"turc",3.857142857,1.580302027,NA,"ADJ",4,FALSE
"type",8.713014461,1.868815967,NA,"type",5.428571429,1.345185418,145.95,"NOM",3,TRUE
"un",3.461624027,1.308368433,NA,"un",6.75,0.799305254,13946.36,"ADJ",1,FALSE
"urne",9.921023359,2.383184821,NA,"urne",3.035714286,0.83808171,1.96,"NOM",3,FALSE
"vache",4.17352614,1.68293139,NA,"vache",3.607142857,1.13330999,32.43,"ADJ",3,FALSE
"vague",6.49054505,2.246622315,NA,"vague",3.785714286,1.343217333,80.14,"ADJ",3,TRUE
"vain",11.51428571,2.567703925,NA,"vain",3.571428571,1.372442306,40.14,"ADJ",2,FALSE
"vaincre",9.51547619,2.284631312,NA,"vaincre",3.964285714,1.290482048,13.31,"VER",4,FALSE
"valse",8.532814238,2.540849066,NA,"valse",2.964285714,1.104943198,8.38,"NOM",4,FALSE
"valve",11.52502781,3.180248181,NA,"valve",2.892857143,0.956044541,0.47,"NOM",4,FALSE
"vanne",10.92081737,2.401251726,NA,"vanne",3.75,1.205696356,4.19,"NOM",3,FALSE
"vase",6.066740823,2.064549731,NA,"vase",3.607142857,1.030615987,26.76,"NOM",3,TRUE
"vasque",12.26086957,2.692582404,NA,"vasque",2.607142857,0.916486274,NA,"NOM",4,FALSE
"vaste",9.480952381,2.080008842,NA,"vaste",4,1.154700538,55.61,"ADJ",4,FALSE
"veau",5.919911012,2.675656888,NA,"veau",3.428571429,0.920087412,13.92,"NOM",2,FALSE
"veille",8.46051168,2.345895523,NA,"veille",4.571428571,1.47644647,92.5,"NOM",3,FALSE
"veine",8.954761905,2.434427403,NA,"veine",4.107142857,1.370030703,15.27,"NOM",3,FALSE
"vendre",6.779755284,1.801433121,NA,"vendre",4.857142857,1.112697281,30.81,"VER",4,FALSE
"vent",4.73452381,1.381736372,NA,"vent",4.785714286,1.066567456,207.64,"NOM",2,FALSE
"vente",7.462736374,1.875707752,NA,"vente",4.535714286,1.261455446,13.04,"NOM",3,FALSE
"ventre",4.17816092,1.7436255,NA,"ventre",5.535714286,1.231745009,136.62,"NOM",4,FALSE
"ver",6.713014461,2.821194744,NA,"ver",3.357142857,1.253566341,5.61,"ADJ",3,FALSE
"verbe",6.604004449,1.609781926,NA,"verbe",5.107142857,1.448863813,8.38,"NOM",4,FALSE
"verre",4.245828699,1.784039153,NA,"verre",6.464285714,0.83808171,175.2,"NOM",3,FALSE
"vers",7.177975528,2.339469658,NA,"vers",5.857142857,1.43279798,999.19,"NOM",3,FALSE
"vert",3.963292547,1.388896057,NA,"vert",4.714285714,1.356933986,91.01,"ADJ",3,FALSE
"veste",6.070077864,2.21335147,NA,"veste",5.5,1.03637545,55.68,"NOM",4,FALSE
"veuf",10.49425287,2.318802987,NA,"veuf",3.142857143,1.044005311,4.73,"ADJ",3,FALSE
"via",12.34593993,3.250475565,NA,"via",4.178571429,1.564740457,5.41,"PRE",3,FALSE
"viande",4.745272525,1.94383503,NA,"viande",5.607142857,1.286375491,41.35,"NOM",4,FALSE
"vice",11.38264739,2.797079891,NA,"vice",3.535714286,1.035737092,13.45,"NOM",3,FALSE
"vide",5.926585095,2.093512765,NA,"vide",5.25,1.322875656,187.9,"ADJ",3,FALSE
"vie",6.063403782,2.161739642,NA,"vie",5.285714286,1.436486012,835.47,"NOM",2,FALSE
"vierge",9.885428254,2.8564208,NA,"vierge",3.857142857,1.380131119,45,"ADJ",5,FALSE
"vieux",5.177975528,1.485412944,NA,"vieux",5.071428571,1.412341671,403.11,"ADJ",3,FALSE
"vif",8.957730812,2.140244183,NA,"vif",3.964285714,1.104943198,53.92,"ADJ",3,FALSE
"vigne",8.420467186,2.891589584,NA,"vigne",3,0.7200823,10.61,"NOM",3,FALSE
"ville",6.028921023,1.951012971,NA,"ville",5.357142857,1.366647309,311.69,"NOM",3,FALSE
"vin",6.266922095,2.335736506,NA,"vin",4.535714286,1.231745009,99.93,"NOM",2,FALSE
"vingt",5.674082314,1.43384587,NA,"vingt",4.75,1.530553035,154.59,"ADJ",2,FALSE
"viol",11.8487208,2.304740323,NA,"viol",3.785714286,1.133893419,7.23,"NOM",4,FALSE
"viole",11.73095238,2.300424748,NA,"viole",3.75,1.1426091,2.3,"NOM",4,FALSE
"vis",7.389321468,2.193832999,NA,"vis",4.357142857,1.471061237,62.16,"VER",2,FALSE
"vite",4.890989989,1.392761626,NA,"vite",5.857142857,1.112697281,351.89,"ADJ",3,FALSE
"vitre",6.101223582,2.393539692,NA,"vitre",4.714285714,1.083791112,41.35,"NOM",4,FALSE
"vive",9.728571429,8.231981368,NA,"vive",4.928571429,1.585316219,49.45,"ADJ",3,FALSE
"vivre",6.529477197,1.81747787,NA,"vivre",5.142857143,1.353029132,190.27,"NOM",4,FALSE
"voeu",7.182142857,2.733571618,NA,"voeu",3.178571429,0.772373515,10.61,"NOM",2,FALSE
"vogue",11.88122605,2.596416629,NA,"vogue",3.142857143,1.078898125,4.79,"NOM",3,TRUE
"voie",8.295238095,1.910647721,NA,"voie",4.428571429,1.345185418,70.61,"NOM",3,FALSE
"voile",7.677419355,2.470470766,NA,"voile",3.428571429,0.997350989,31.96,"NOM",4,FALSE
"voir",5.066740823,2.096592217,NA,"voir",6.071428571,1.184109962,716.55,"VER",4,FALSE
"voix",5.767857143,2.02994819,NA,"voix",4.964285714,1.373887236,612.7,"NOM",3,FALSE
"vol",6.674082314,1.670103982,NA,"vol",4,1.054092553,41.22,"NOM",3,FALSE
"volt",11.46718576,2.953401538,NA,"volt",3.214285714,0.786795792,NA,"NOM",4,FALSE
"vos",5.889877642,1.904719662,NA,"vos",6.678571429,0.547964005,180.27,"ADJ",2,FALSE
"vote",9.134593993,2.481328122,NA,"vote",3.928571429,1.463850109,4.94,"NOM",3,TRUE
"votre",6.464961068,2.406532329,NA,"votre",6.535714286,0.692934867,NA,"ADJ",4,FALSE
"vous",5.278086763,1.878571867,NA,"vous",6.821428571,0.475594866,3507.16,"PRO",2,FALSE
"voûte",10.59621802,3.078891017,NA,"voûte",2.892857143,0.916486274,19.39,"NOM",3,FALSE
"vrac",9.286904762,2.355965771,NA,"vrac",4.285714286,1.11744228,5.2,"NOM",4,TRUE
"vu",4.926585095,2.093512765,NA,"vu",6.107142857,1.030615987,417.37,"VER",2,FALSE
"vue",6.463848721,2.1577567,NA,"vue",5.5,1.170628195,199.93,"VER",2,FALSE
"zèbre",7.414905451,11.13697706,NA,"zèbre",2.785714286,0.629940788,3.04,"NOM",4,FALSE
"zèle",11.66309524,3.223655382,NA,"zèle",2.892857143,1.100144291,10.61,"NOM",3,FALSE
"zen",11.31590656,2.634347158,NA,"zen",4.642857143,1.496026483,2.37,"ADJ",3,FALSE
"zinc",12.49499444,2.61468146,NA,"zinc",2.5,0.793492048,16.49,"NOM",3,TRUE
"zone",8.991101224,2.932208973,NA,"zone",4.678571429,1.248808956,34.39,"NOM",3,FALSE
"zoom",10.03337041,2.136724455,NA,"zoom",4.428571429,0.997350989,0.34,"NOM",3,TRUE
"FALSE",5.245828699,1.499820778,NA,"FALSE",6.178571429,1.055973184,NA,NA,NA,FALSE
"TRUE",4.745272525,1.782833313,NA,"TRUE",6.464285714,0.881166855,NA,NA,NA,TRUE
