Stimuli	AoA	SD		Stimuli	FreqSub	SD
trèfle	6.476190476	2.154919525		trèfle	3.285714286	1.013141168
treize	5.244716352	1.300124064		treize	4.928571429	1.537881454
trente	5.781979978	1.375671879		trente	4.642857143	1.366647309
très	5.213570634	1.514801524		très	6.392857143	1.100144291
tresse	6.209121246	1.730808749		tresse	3.5	0.922958207
trêve	10.95550612	2.465678384		trêve	3.285714286	1.11744228
tri	7.562847608	2.241831049		tri	4.75	1.174576362
triche	6.282536151	2.088370255		triche	4	1.088662108
tringle	9.920238095	2.648139664		tringle	3.107142857	0.831744517
triple	8.605116796	1.785846385		triple	3.928571429	1.11980724
triste	5.349276974	1.96200468		triste	4.857142857	1.353029132
troc	10.20355951	2.560661877		troc	3.142857143	0.970463261
trompe	6.850945495	2.66316975		trompe	4.25	1.601503923
tronc	6.066740823	1.80620198		tronc	3.678571429	1.156417566
trône	7.657142857	2.698658671		trône	3.035714286	0.792658109
trop	5.672969967	1.929956264		trop	6.25	1.350582865
trot	8.450500556	2.632305502		trot	3.178571429	1.278122797
trotte	7.890989989	2.395784829		trotte	3.857142857	1.325373063
trou	4.994438265	1.984889152		trou	4.535714286	1.400585667
trouble	9.76547619	2.608782691		trouble	4.571428571	1.288943622
trouille	7.280311457	2.526419541		trouille	4.214285714	0.956736074
troupe	9.387096774	2.667204247		troupe	3.964285714	0.961562881
trousse	8.020022247	10.93244161		trousse	4.821428571	1.492042384
truc	5.282536151	2.023517644		truc	5.75	1.294575578
truffe	9.34705228	3.14044035		truffe	3.357142857	1.026114055
truie	7.325	2.591098822		truie	2.857142857	0.705233647
truite	9.80756396	10.65136672		truite	3.25	0.967049733
tu	3.959955506	1.790656755		tu	6.75	0.700528901
tube	7.747497219	1.92158089		tube	4.357142857	1.026114055
tué	6.711902113	1.279280712		tué	4.428571429	1.619981057
tuer	6.854282536	2.124612552		tuer	4.5	1.452966315
tueur	7.639599555	2.03041391		tueur	4.107142857	0.916486274
tuile	7.281423804	2.001612253		tuile	3.464285714	1.07089934
turc	10.10595238	2.941772083		turc	3.857142857	1.580302027
type	8.713014461	1.868815967		type	5.428571429	1.345185418
un	3.461624027	1.308368433		un	6.75	0.799305254
urne	9.921023359	2.383184821		urne	3.035714286	0.83808171
vache	4.17352614	1.68293139		vache	3.607142857	1.13330999
vague	6.49054505	2.246622315		vague	3.785714286	1.343217333
vain	11.51428571	2.567703925		vain	3.571428571	1.372442306
vaincre	9.51547619	2.284631312		vaincre	3.964285714	1.290482048
valse	8.532814238	2.540849066		valse	2.964285714	1.104943198
valve	11.52502781	3.180248181		valve	2.892857143	0.956044541
vanne	10.92081737	2.401251726		vanne	3.75	1.205696356
vase	6.066740823	2.064549731		vase	3.607142857	1.030615987
vasque	12.26086957	2.692582404		vasque	2.607142857	0.916486274
vaste	9.480952381	2.080008842		vaste	4	1.154700538
veau	5.919911012	2.675656888		veau	3.428571429	0.920087412
veille	8.46051168	2.345895523		veille	4.571428571	1.47644647
veine	8.954761905	2.434427403		veine	4.107142857	1.370030703
vendre	6.779755284	1.801433121		vendre	4.857142857	1.112697281
vent	4.73452381	1.381736372		vent	4.785714286	1.066567456
vente	7.462736374	1.875707752		vente	4.535714286	1.261455446
ventre	4.17816092	1.7436255		ventre	5.535714286	1.231745009
ver	6.713014461	2.821194744		ver	3.357142857	1.253566341
verbe	6.604004449	1.609781926		verbe	5.107142857	1.448863813
verre	4.245828699	1.784039153		verre	6.464285714	0.83808171
vers	7.177975528	2.339469658		vers	5.857142857	1.43279798
vert	3.963292547	1.388896057		vert	4.714285714	1.356933986
veste	6.070077864	2.21335147		veste	5.5	1.03637545
veuf	10.49425287	2.318802987		veuf	3.142857143	1.044005311
via	12.34593993	3.250475565		via	4.178571429	1.564740457
viande	4.745272525	1.94383503		viande	5.607142857	1.286375491
vice	11.38264739	2.797079891		vice	3.535714286	1.035737092
vide	5.926585095	2.093512765		vide	5.25	1.322875656
vie	6.063403782	2.161739642		vie	5.285714286	1.436486012
vierge	9.885428254	2.8564208		vierge	3.857142857	1.380131119
vieux	5.177975528	1.485412944		vieux	5.071428571	1.412341671
vif	8.957730812	2.140244183		vif	3.964285714	1.104943198
vigne	8.420467186	2.891589584		vigne	3	0.7200823
ville	6.028921023	1.951012971		ville	5.357142857	1.366647309
vin	6.266922095	2.335736506		vin	4.535714286	1.231745009
vingt	5.674082314	1.43384587		vingt	4.75	1.530553035
viol	11.8487208	2.304740323		viol	3.785714286	1.133893419
viole	11.73095238	2.300424748		viole	3.75	1.1426091
vis	7.389321468	2.193832999		vis	4.357142857	1.471061237
vite	4.890989989	1.392761626		vite	5.857142857	1.112697281
vitre	6.101223582	2.393539692		vitre	4.714285714	1.083791112
vive	9.728571429	8.231981368		vive	4.928571429	1.585316219
vivre	6.529477197	1.81747787		vivre	5.142857143	1.353029132
voeu	7.182142857	2.733571618		voeu	3.178571429	0.772373515
vogue	11.88122605	2.596416629		vogue	3.142857143	1.078898125
voie	8.295238095	1.910647721		voie	4.428571429	1.345185418
voile	7.677419355	2.470470766		voile	3.428571429	0.997350989
voir	5.066740823	2.096592217		voir	6.071428571	1.184109962
voix	5.767857143	2.02994819		voix	4.964285714	1.373887236
vol	6.674082314	1.670103982		vol	4	1.054092553
volt	11.46718576	2.953401538		volt	3.214285714	0.786795792
vos	5.889877642	1.904719662		vos	6.678571429	0.547964005
vote	9.134593993	2.481328122		vote	3.928571429	1.463850109
votre	6.464961068	2.406532329		votre	6.535714286	0.692934867
vous	5.278086763	1.878571867		vous	6.821428571	0.475594866
voûte	10.59621802	3.078891017		voûte	2.892857143	0.916486274
vrac	9.286904762	2.355965771		vrac	4.285714286	1.11744228
vu	4.926585095	2.093512765		vu	6.107142857	1.030615987
vue	6.463848721	2.1577567		vue	5.5	1.170628195
zèbre	7.414905451	11.13697706		zèbre	2.785714286	0.629940788
zèle	11.66309524	3.223655382		zèle	2.892857143	1.100144291
zen	11.31590656	2.634347158		zen	4.642857143	1.496026483
zinc	12.49499444	2.61468146		zinc	2.5	0.793492048
zone	8.991101224	2.932208973		zone	4.678571429	1.248808956
zoom	10.03337041	2.136724455		zoom	4.428571429	0.997350989
FALSE	5.245828699	1.499820778		FALSE	6.178571429	1.055973184
TRUE	4.745272525	1.782833313		TRUE	6.464285714	0.881166855
